352;332;852;0
224;232;1320;0
396;164;1789;0
396;164;2258;0
384;76;2492;2
308;28;2727;0
124;128;3195;0
120;220;3664;0
116;40;4367;0
236;128;4602;0
452;20;5070;0
456;240;5539;0
372;208;5773;0
284;232;6008;0
160;348;6477;0
208;204;7648;2
348;304;7883;0
328;168;8352;4
336;164;8469;0
344;160;8586;0
440;316;9055;0
280;348;9289;0
420;208;9758;0
288;36;10227;2
288;36;10344;0
288;36;10461;0
168;200;10930;0
48;160;11164;0
160;104;11633;8
80;248;11867;0
264;200;12102;0
480;308;12570;0
332;124;13039;0
184;168;13742;0
212;280;13977;8
376;232;14211;2
208;320;14445;8
412;244;14680;2
204;360;14914;0
56;332;15266;0
56;332;15383;0
216;92;15852;0
444;24;16320;0
456;140;16555;2
300;264;16789;0
284;260;16906;0
268;256;17023;0
416;256;17492;0
356;348;17727;0
200;132;18430;0
312;152;18664;0
160;216;18898;0
128;36;19133;8
128;56;19250;2
128;76;19367;2
44;256;19602;0
240;216;20070;8
240;216;20188;0
240;216;20305;0
160;216;20539;0
396;128;21008;8
256;48;21242;0
328;204;21477;0
416;268;22180;0
248;252;22414;0
416;268;22648;2
264;140;22883;0
320;60;23234;0
336;56;23352;0
328;204;23820;0
292;316;24055;0
76;204;24523;2
248;252;24758;8
104;364;24992;0
104;364;25109;0
104;364;25227;0
224;172;25695;8
372;264;25930;0
372;280;26047;0
372;296;26164;0
292;312;26398;0
192;324;26633;8
304;184;26867;2
148;228;27102;0
132;96;27805;0
240;128;28039;0
148;228;28742;0
316;192;28977;0
132;96;29445;10
244;248;29680;2
404;144;29914;0
420;148;30031;2
436;152;30148;2
448;308;30383;8
424;312;30500;0
400;308;30617;2
380;296;30734;0
364;280;30852;0
156;256;31320;0
112;336;31789;0
112;336;31906;0
284;156;32492;0
216;196;32727;0
428;160;33195;0
404;264;33547;2
400;280;33664;0
284;156;33898;2
288;144;34016;2
292;132;34133;0
320;240;34602;0
156;84;35070;0
100;152;35305;0
60;252;35539;2
40;92;35773;2
192;208;36008;0
440;96;36477;0
388;260;36945;8
392;248;37063;2
396;236;37180;2
232;132;37414;0
292;280;37648;2
316;184;37883;8
156;188;38117;2
156;188;38234;0
156;188;38352;0
100;112;38820;8
256;160;39055;0
196;88;39523;2
44;192;39758;8
44;192;39875;2
44;192;39992;0
64;304;40227;0
344;248;40930;0
360;192;41164;0
372;180;41281;0
308;136;41516;2
308;136;41633;0
64;40;42102;0
64;260;42570;0
160;256;42805;0
268;256;43039;2
176;124;43273;2
228;324;43508;0
352;156;43977;0
108;192;45383;4
108;192;45852;0
208;144;46320;0
308;188;46789;0
308;188;47258;0
336;268;47492;2
284;336;47727;0
308;188;48195;0
104;212;49133;2
104;212;49367;0
104;212;49602;0
224;168;50305;0
412;148;51008;0
412;272;51477;0
284;316;51945;0
336;80;52414;2
204;172;52648;0
308;172;52883;2
256;24;53117;2
176;80;53352;0
308;172;53820;0
184;272;54289;0
264;308;54992;0
348;288;55227;0
192;196;55695;0
340;96;56164;0
208;48;56633;0
32;140;57102;0
256;252;58508;0
256;252;58742;0
424;140;59445;0
292;108;59680;0
156;308;60383;2
304;188;60617;2
248;348;60852;0
400;200;61320;0
304;188;61789;2
304;188;62258;0
432;28;62727;2
444;48;62844;0
452;68;62961;0
456;92;63078;2
456;116;63195;0
292;272;63664;2
360;144;63898;0
428;240;64133;2
264;160;64367;2
180;336;64602;0
124;256;65305;0
360;144;66008;2
428;240;66242;2
264;160;66477;2
260;136;66594;0
264;116;66711;2
272;96;66828;2
288;80;66945;0
360;144;67414;0
416;64;67883;0
464;272;68352;2
464;272;68469;0
464;272;68586;0
256;260;69055;0
304;144;69289;0
256;260;69758;0
120;100;70227;0
52;136;70461;0
204;24;70930;0
332;96;71164;0
204;24;71867;0
184;168;72102;2
328;216;72336;0
232;264;72570;8
280;120;72805;0
224;285;73039;2
287;98;73273;0
349;223;73507;8
162;160;73742;0
304;288;73977;0
208;96;74445;0
160;240;74914;8
352;144;75148;8
352;144;75266;0
352;144;75383;0
304;320;75852;0
396;216;77023;0
256;192;77258;2
260;40;77727;4
336;148;77961;0
176;92;78195;0
72;132;78664;0
272;296;79133;0
424;60;79602;0
392;272;80070;8
256;112;80305;2
168;316;80539;0
168;316;80891;0
168;316;81008;0
152;184;81359;0
168;160;81477;0
292;296;81945;8
72;256;82180;2
200;72;82414;0
376;268;82883;8
384;240;83000;0
392;216;83117;2
240;192;83352;0
32;152;83820;0
84;208;84289;0
220;280;84523;0
196;80;84758;2
344;296;85227;8
344;296;85461;0
432;224;85695;0
304;188;86164;0
176;180;86516;0
156;164;86633;0
76;164;86867;0
184;64;87102;0
440;144;87570;8
440;144;87688;2
388;308;88039;0
236;188;88273;2
252;356;88508;0
200;100;88977;8
92;268;89211;2
200;100;89445;0
428;60;89914;0
349;206;90383;0
200;100;90852;0
184;268;91203;0
184;268;91320;0
112;252;91789;0
264;184;92023;2
408;316;92258;2
304;64;92727;12
348;208;92961;0
184;188;93195;0
184;268;93664;0
132;128;94133;0
236;20;94602;0
280;240;95070;8
352;56;95305;2
172;160;95539;0
12;48;96008;8
80;260;96242;0
88;284;96359;0
96;308;96477;0
392;232;96945;8
192;180;97180;2
192;180;97297;0
192;180;97414;0
264;136;97648;0
272;220;97883;0
344;172;98117;0
392;232;98352;0
264;368;98820;0
304;304;99289;0
232;116;99523;0
96;272;99758;2
132;56;100227;8
24;236;100461;0
232;116;100695;0
448;156;101164;2
360;300;101398;0
360;300;101516;0
360;300;101633;0
276;264;101867;0
200;248;102102;0
456;84;102570;8
456;84;102688;2
400;32;103039;0
328;208;103273;2
168;72;103508;0
200;248;103977;8
288;108;104211;0
312;100;104328;0
340;100;104445;0
456;184;104680;0
328;208;104914;0
308;228;105031;0
296;252;105148;0
292;280;105266;0
296;308;105383;0
124;112;105852;12
124;136;113352;2
60;200;113586;0
104;280;113820;8
192;264;114055;0
204;176;114289;0
368;240;114758;0
200;76;115227;0
284;140;115695;0
232;232;116164;2
232;232;116398;0
296;316;116633;8
296;316;116867;2
404;300;117102;0
360;100;117570;0
152;268;118039;0
296;316;118742;0
240;160;118977;0
332;152;119445;0
412;200;119914;0
328;244;120383;0
244;268;120852;4
164;300;121086;0
236;180;121320;2
152;160;121555;0
288;108;121789;0
460;208;122492;0
336;240;122727;0
120;332;123195;0
52;272;123664;0
96;88;124133;2
96;88;124602;0
148;164;125305;0
340;236;126008;0
424;216;126477;0
396;72;126945;2
396;72;127180;0
224;160;127883;2
308;152;128117;0
168;92;128352;4
156;104;128469;0
144;116;128586;0
192;288;129055;0
192;288;129172;0
300;320;129523;0
440;264;129992;2
440;264;130109;0
440;264;130227;0
340;80;130930;0
288;148;131164;0
216;244;131867;2
128;144;132102;2
148;60;132336;0
288;148;132570;8
304;232;132805;2
132;228;133039;0
208;120;133273;2
272;312;133508;8
220;96;133742;2
408;224;133977;0
332;232;134445;0
328;308;134914;0
256;296;135383;8
256;296;135852;0
388;108;136320;8
396;124;136438;0
404;140;136555;2
240;96;136789;0
136;324;137258;0
60;292;137492;0
112;192;137727;0
416;312;138430;0
416;312;138547;0
416;312;138664;0
384;148;139133;0
476;212;139367;2
268;208;139602;0
136;260;140070;0
40;152;140422;2
40;152;140539;0
208;120;141008;8
212;136;141125;0
216;152;141242;0
304;320;141477;0
416;292;142180;0
228;260;142414;0
412;172;142648;2
240;44;142883;8
240;44;143000;0
240;44;143117;0
172;140;143352;0
312;168;143820;8
80;144;144055;0
229;87;144523;2
264;248;144758;0
188;320;145109;0
168;320;145227;0
220;168;145695;8
400;224;145930;0
332;328;146164;0
264;248;146398;0
188;320;146633;8
312;168;146867;2
160;236;147102;0
220;96;147570;8
356;248;147805;0
464;216;148039;0
308;80;148273;0
264;248;148508;0
436;112;148977;0
144;188;149445;10
308;80;149680;2
264;248;149914;0
324;368;150266;0
324;368;150383;0
160;284;150852;0
256;337;151320;8
356;192;151555;0
280;76;151906;0
144;144;152258;8
304;248;152492;0
256;337;152727;8
356;192;152961;2
160;284;153195;10
100;52;153430;0
84;160;153781;0
80;176;153898;0
152;200;154133;0
320;48;154602;8
320;48;154719;0
356;192;155070;0
320;260;155305;0
256;312;155539;0
220;76;156008;8
128;224;156242;2
220;76;156477;0
408;92;157063;0
420;100;157180;2
368;268;157414;0
256;240;157648;2
440;196;157883;8
352;352;158117;2
352;352;158234;0
